X1,X2,X3,X4,out
894.8273504276489,9.06354385094736,44.90271447203569,6.259289610127522,127.12260548244325
71.18864846022899,7.972953657795536,31.700285154980566,10.836990004538782,63.767194860404
93.67476782809247,3.70472102791382,46.21980976882652,2.078642952519605,60.78355692734698
408.9529444142699,8.306194077877292,4.574341869887744,32.37373570773015,64.97089108093192
722.4521152615054,4.474123668234546,34.81443879390699,1.4986794936338976,94.08618331664215
174.36642900499143,9.495206236576422,13.113202214991254,43.53749506362557,57.17739058164627
18.22182565154973,8.464522917345182,49.059308901371175,8.400710387243171,77.28531747961904
340.80354025301784,0.18110183820840509,2.2871016906256427,36.216940856437056,22.092533712508242
139.49386065204183,7.896181427945539,0.23160115023014294,7.552894589045012,29.708339986855957
703.0189588951779,2.4734810174319763,45.71494032802495,34.01141212156457,107.97326560069857
645.1727904094498,8.623637087467452,1.5591567530642336,12.361553720158852,68.94009221416273
90.28977005440831,3.5058755880659698,14.434686838534994,36.65565112076405,26.862214080297
37.348188749214415,4.254364386164168,32.482332449618426,18.662589581467003,49.67482496450284
928.3185625877254,8.90527280739895,30.79315940911523,8.857489472369295,106.58531089587296
36.88694735453279,3.5816271803284048,0.5497914329240239,21.27466672240377,24.372962807930293
663.5017691080558,3.6426986104807546,42.459782578265965,40.28350764750266,97.0002845855471
473.4717707805657,3.0137787416414206,17.390460395109653,5.343846154737192,56.8244477635177
941.4648087765252,0.3353243473577938,8.03799480241541,41.13071592568392,69.86196313955611
706.8573438476171,5.277011090862999,1.269317783017243,24.02534736289145,57.36533278423123
529.6505783560065,1.2804583895777244,12.320101661955341,48.491052253927236,53.358924312407794
257.9416277151556,6.334008543167258,36.409437810180165,32.83683322706461,84.66054760187005
222.10781047073024,9.997176732861305,41.74651183996495,35.96008891361319,80.57911335957922
770.967179954561,4.636984049399821,33.40425682853231,40.029334955454146,94.19583901551381
516.3003483011953,3.2235384497472297,19.812100945132936,29.008618461366613,67.65873155852755
649.9639307777652,3.9785559904574166,33.982364134653494,38.11425673883079,97.82691918912289
