X1,X2,X3,X4,X5,out
1.432815240867564,3.5170467399726513,-1.6333576287708436,-0.7560740553556513,0.9543132659500246,0.8547296409230999
5.314630800860279,-2.390227188678702,-0.4867390292976296,-2.407258811069308,-2.331373235077935,-6.8761340251593195
2.703785298484522,6.568831024105635,-3.5616456438679895,-0.7343933575432798,0.3572172623830527,0.38338911480804694
-0.13054253080719327,-10.078005939345994,4.624825317593323,-0.649430961477887,-2.304129484730379,-2.5840938850205006
1.0555072353294337,-4.108595086881469,0.08139248217972357,-0.8896908592613003,0.08211485460022855,-2.345535652964829
-1.4343171428045127,1.6446479130828167,0.1972855423947735,0.8294355172618604,-0.06995892321458803,-0.11325389486022643
1.9327304153481502,-2.687748896023067,1.2234059819377001,-0.7207330141044906,-2.3517573251735957,-1.818059996107175
-1.210693959230971,-2.154347141108322,2.909049888435866,-0.18319800999488953,0.6148026538131752,-6.013657379392097
-0.7728857007731331,1.8494217276905216,-2.2550233576025414,0.8696355091535267,-0.39031582733033304,-2.3393634618647257
2.493868972852843,-1.4201657692039626,1.9288994379662594,-1.7586278212408828,0.09972533291453577,-1.9200576535269422
-0.3019917500573036,0.46928511984644955,-0.31590686064859486,0.14408410548257145,0.19762240627159408,0.11258390299712016
-0.6999224449482361,7.624992081981556,-2.0068755300128918,0.4516754635874982,2.439083431800359,-1.076010687086392
-3.1803026566253085,-3.6096013449569,2.284243787642299,1.228662469588584,-0.1261036168570553,-1.7057863317925006
0.05410057801266155,3.5812995025922723,-3.4558875538785787,-0.22445170163449432,2.976701967502362,0.9964082409841467
0.28397738182943016,2.7715409291558895,0.00971671474469727,-0.4627483145289179,1.2236347351290675,-1.6085276474900385
-3.530875544572415,-1.693308282526583,1.396868484433198,1.5610017260992117,0.21807625434863817,-1.188973265415879
-0.511266977133818,-4.8182600500426815,1.9250840095899275,0.19614420119109122,-1.6522840387488236,-1.6612462526777596
0.7660802134354879,2.845763895975888,-0.30754710048902706,-0.5373721270040877,0.9861472193945613,-0.4368597680454604
-1.803102280282516,-2.164896187538697,-0.2324065527850492,1.2859285423599915,-1.0048954963985086,-2.723640441052203
-2.7743016376650216,-3.7101236432487474,4.373271563709769,1.2292893382273036,-1.8015453941430981,-4.582549498257495
-2.739646051440585,6.114545827623364,-1.5598966993140582,1.7798905026437735,1.4189339707915738,0.1929772629307289
-1.2783961982799115,-0.2133680153705504,-1.7054701073676186,0.26547242510347285,1.5584017558632792,-0.3687499899752485
-0.3923941382710838,2.0793479889128204,-1.5997740096348534,-0.041789885823728015,1.8961684141418913,0.6751060977471417
-2.524452621681325,4.040143203451632,-1.2126867600897353,1.285221852984489,1.739048421747498,-0.03896750826196599
-0.35871239376476205,-0.5092267775192015,1.2051863639463436,-0.5864013468273784,1.5080787588342544,-3.1112512409217024
0.8328375382506613,-2.14135259091041,0.5103642668739045,-0.7785661655220528,-0.33543776421400107,-0.6791131466172067
